id;name;artist;genres;style;resolution;length
TQFaAbZhs94;X (feat. Future);21 Savage;rap,hiphop,future;hiphop;640x352;259.32
EJ5KlZNh1WA;La La La;Snoop Lion;Hip Hop;hiphop;640x352;219.10333300000002
q-35q9ISBsI;R.I.C.O. (feat. Drake);Meek Mill;Hip Hop;hiphop;1280x720;198.019767
i3jUme7_5wY;Again;Natasha Bedingfield;Electro,Dance,Pop,Rock;rock;640x352;236.471667
lgT1AidzRWM;Beautiful;Eminem;Hip Hop;hiphop;640x256;254.56
qdDVtFvJwUc;Love Me;Justin Bieber;Pop;pop;1280x720;193.1668
Avx35Mjkkhw;Live My Life;Far East Movement;Pop;pop;1280x672;282.4243
cie140M_Wjo;Light My Body Up (feat. Nicki Minaj & Lil Wayne);David Guetta;pop,Hip-Hop,electronic;hiphop;640x352;226.115
7cDYYvOhKwg;Codeine Crazy;Future;Hip Hop;hiphop;640x352;363.646667
BBAtAM7vtgc;Bound 2;Kanye West;Hip Hop;hiphop;1280x720;253.2136
56N9anA_PYc;Never Give Up;Sia;Soundtrack,pop,australian;pop;1280x608;222.563256
HziChUj-moY;Move Your Body (Single Mix);Sia;pop,dance,electronic;electro;640x272;248.825
wvX1-iEAqTU;Closer;The Chainsmokers;electronic,2016,halsey;electro;1280x720;245.82833300000001
PfGaX8G0f2E;I'll Show You;Justin Bieber;pop,dance,justin bieber;electro;1280x720;200.829378
6eHWVpqbMco;Alive;Sia;Pop;pop;1280x528;180.0243
tL715hoVb1U;We Are the Future;Crossfaith;Rock,Metal/HardRock;rock;640x272;218.87
SCG4-CTQtW0;Adaptation;The Weeknd;R&B/Soul/Funk;hiphop;1280x720;283.980044
qSF247RiwBo;Warning;Nicki Minaj;Rap/Hip Hop;hiphop;640x272;216.78
H3evCDEXp4I;Unstoppable;Sia;pop,powerful,female vocalists;pop;1280x528;224.0029
2_ScGcuXZqc;Twenty Eight;The Weeknd;R&B/Soul/Funk;hiphop;1280x464;269.81586699999997
GMH7L1_lPVs;The Statement;Taylor Gang;Hip Hop;hiphop;640x352;166.3
fNdeLSKSZ1M;Fire Meet Gasoline;Sia;France,Pop,International Pop;pop;1280x528;245.92253300000002
t2NgsJrrAyM;Alive;Sia;Pop;pop;1280x464;300.21078900000003
oyEuk8j8imI;Love Yourself;Justin Bieber;Pop;pop;1280x720;272.20752200000004
HkVS79y4p4Y;Why You Always Hatin?;YG;Rap/Hip Hop;hiphop;1280x720;253.81732200000002
gQh87Rt0czM;Headlines;Drake;Hip Hop;hiphop;480x272;254.675
08eonrytDGc;Wrecking Ball;Miley Cyrus;Pop;pop;640x352;224.49
Q3Qwx9ib6YM;m.A.A.d city;Kendrick Lamar;rap,Hip-Hop,2012;hiphop;1280x720;155.50403300000002
3n71KUiWn1I;Fly;Nicki Minaj;Hip Hop,Pop,Rock,R&B/Soul/Funk,Contemporary R&B;rock;1280x720;275.365433
yWeuUwpEQfs;Don't Panic;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;196.068333
lGKG0mlin6A;The Sleaze;Wiz Khalifa;Hip Hop;hiphop;640x272;265.496667
cAX0xgHoB6k;All Of The Lights (Interlude);Kanye West;instrumental,hip hop,beautiful;hiphop;640x352;322.85
gOMhN-hfMtY;Stan;Eminem;rap,Hip-Hop,Eminem;hiphop;624x256;489.66166699999997
VICpS9XCYmI;Fairly Local;twenty one pilots;Alternative;rock;1280x720;212.6019
hWmgsfiklcs;Slow Jamz (Feat. Kanye West & Jamie Foxx) (Edited Album Version);Twista feat. Kayne West & Jamie Foxx;Hip Hop;hiphop;592x352;219.381667
HZ98Io4W3po;The Art of Peer Pressure;ケンドリック・ラマー;hip hop,rap,alternative hip hop;rock;1280x720;278.384033
cnc4ei0rKYQ;Elevator;Eminem;Hip Hop;hiphop;640x352;235.125
NGLxoKOvzu4;Swalla (feat. Nicki Minaj & Ty Dolla $ign);Jason Derulo;Pop;pop;1280x720;235.03237799999997
weweLG6Or-g;Love In The Sky;The Weeknd;R&B/Soul/Funk;hiphop;1280x544;102.4
IZiYveiYuAI;Cheap Thrills;Sia;Pop;pop;1280x720;212.97342200000003
vGZMvV9KBp8;A Head Full Of Dreams (Live In Buenos Aires);Coldplay;rock,alternative,britpop;rock;640x352;299.141667
1FCyRLJevqI;Heavy Dirty Soul;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x528;234.080356
obcBPXLyMzY;Overdrive (Part 2) (Club Edit);Calvin Harris;electronic,dance,electro;electro;640x288;171.943333
MEkGaPyYS2w;m.A.A.d city;Kendrick Lamar;rap,Hip-Hop,2012;hiphop;1280x720;364.4604
uKdYs6xhnhU;Beautiful Pain;Eminem;Hip-Hop,rap,Eminem;hiphop;1280x720;267.540311
zcjCsvA_3oI;The Recipe;Kendrick Lamar;rap,chillout,hip hop;hiphop;1280x720;202.617322
N7y9d478ZHE;Maison Margiela;Future;Hip Hop;hiphop;640x272;222.493333
jBNif9kUvkE;Collard Greens;Schoolboy Q;Hip Hop;hiphop;1280x720;279.684344
a_3bqSpmtQw;All We Know;The Chainsmokers;pop,2016,future bass;pop;1280x544;195.674556
6ACl8s_tBzE;Blame;Calvin Harris;Dance;electro;640x256;255.07
fo4p5GJDk_g;Ride;Twenty One Pilots;rock,alternative,indie;rock;1280x528;238.747567
3U72hzeBLOw;Flo Rida - Good Feeling;Ultimate Tribute Stars;Dance;electro;640x256;200.04
3XR5mhXtpXw;Passionfruit;Rajiv Dhall;pop,singer-songwriter,dance;electro;1280x528;190.82157800000002
avFq9errZCk;Tuesday (feat. Drake);I Love Makonnen;Hip Hop;hiphop;1280x512;275.52797799999996
kSdtcOy6qy0;Message Man;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;238.05096699999999
IDvu1ehPq0g;Mine;Beyoncé;Pop;pop;1280x720;299.04978900000003
-6jhuhsG-7w;We Up;50 Cent;Hip Hop;hiphop;1280x528;199.04144399999998
Z4TwbrihsNw;Too Original (feat. Elliphant & Jovi Rockwell);Major Lazer;electronic,dance,dancehall;electro;640x352;209.256667
F84wsflIUPI;As Long As You Love Me;Alex Goot;Pop;pop;1280x576;167.508744
9TrQXlA7258;Lose Yourself - feat. RDX & Moska;Major Lazer;seen live,dancehall,electronic;electro;640x320;197.718
LELFIuhSPCI;Everyday;Ariana Grande;Pop;pop;1280x464;194.629656
kMS8m45FtmQ;Overdrive;Calvin Harris;Electro,Techno/House,Dance,Dancefloor;electro;640x352;292.895
8FOBxcluXdk;Pray to God;Calvin Harris;Electro,Techno/House,Dance,Dancefloor;electro;640x272;242.881
uv4A-gbGADw;We Found Love;Madyon;Pop;pop;640x352;211.091667
x-R73KiELRY;Xanny Family;Future;trap rap,like a lot;hiphop;640x352;190.866667
C8KV0mzqTXY;Hurts Like Heaven;Coldplay;Alternative,Rock;rock;640x352;210.348333
KEI4qSrkPAs;Can't Feel My Face;The Weeknd;Pop,R&B/Soul/Funk;hiphop;1280x528;218.43011099999998
RgASBDwGSSs;Check On Me;DJ Esco;Hip-Hop,rap,future;hiphop;640x288;258.855
Xbw_BxDwdjk;Guilty Conscience;Eminem;rap,Hip-Hop,hip hop;hiphop;624x320;213.577
UjQiJAaN8eU;Ruby;Twenty One Pilots;Pop,Rock;rock;1280x720;267.354556
4UqF0z2wZCM;Whip It;Nicki Minaj;Hip Hop;hiphop;640x320;195.186667
3PAnrXiLfmk;Drippn (How U Luv That) (feat. Future);Purple Reign;female vocalists,r&b,female vocalist;hiphop;640x352;192.423333
v_bNfVz63jw;Blind Retribution;Broken Heroes;Alternative,Indie Rock,Rock,Metal/HardRock;rock;1280x720;125.759267
9BZMqajycaE;Breathe Me;Sia;Pop;pop;1280x720;189.730244
DK_0jXPuIr0;What Do You Mean?;Justin Bieber;Pop;pop;1280x464;297.842356
lBmdcInF6e0;This Is Your Future (Lost in a Black Hole);Rare Futures;groove rock,Progressive rock,indie;rock;640x352;340.821667
u6C2N2t4NXE;I Need Your Love;Pentatonix;Pop;pop;640x352;203.314
oC-GflRB0y4;Bad (feat. Vassy);David Guetta;electronic,House;electro;640x352;170.688333
iVJtWWH2qWk;Elastic Heart;Sia;France,Pop,International Pop;pop;1280x720;435.977867
_XqyLasihg4;Hometown;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;222.772244
ZX2KJKRViPA;O;Coldplay;piano,soft rock,beautiful;rock;640x352;228.413333
qk7DT43hwFw;All Things Go;Nicki Minaj;Hip Hop;hiphop;640x272;973.356667
Hb2aR-P9oe4;Fly;Nicki Minaj;Hip Hop,Pop,Rock,R&B/Soul/Funk,Contemporary R&B;rock;640x352;275.71333300000003
CfihYWRWRTQ;Love Me Again;John Newman;Pop;pop;640x352;235.17166699999999
JC2yu2a9sHk;All That Matters;Justin Bieber;Pop;pop;1280x720;220.93786699999998
JA_UnE3l5Sk;The Feeling;Justin Bieber;pop,mainstream,justin bieber;pop;1280x544;264.0341
QcIy9NiNbmo;Bad Blood;Taylor Swift;Pop;pop;1280x544;244.877633
q9MoF0NAx-E;Go Hard Or Go Home;Iggy Azalea;Hip Hop,Films/Games,Film Scores;hiphop;640x256;238.213333
Phod9cQrMZg;Doh Tell Meh Dat;Flipo;Dance;electro;640x352;216.061667
elVF7oG0pQs;Heard 'Em Say;Kanye West;Hip Hop;hiphop;480x352;191.936
0P_-ol5E0j8;Make Me Proud;Drake;Hip Hop;hiphop;640x352;211.60333300000002
_4vpXeIlMZE;Look out for Detox;Kendrick Lamar;dope lyrics,rap,underground rap;hiphop;1280x496;190.0321
-PyuMiZjYb8;Selfish;Future;Rap/Hip Hop;hiphop;1280x560;144.19591100000002
T8oLQmqHnws;The Morning;The Weeknd;R&B/Soul/Funk,Contemporary R&B;hiphop;1280x720;316.0468
ShbUE88U5do;Paris;The Chainsmokers;Pop;pop;1280x720;204.149833
RSdKmX2BH7o;We Made You;Eminem;Hip Hop;hiphop;640x352;282.935
7rQb2NCuQ64;Blessed;Schoolboy Q;Hip-Hop;hiphop;1280x720;309.93994399999997
RV4oPdNCnx8;Boo'd / Boot Up (Remix);Ramel Shakur;Rap/Hip Hop;hiphop;1280x720;344.282267
zTFBJgnNgU4;Charlie Brown;Coldplay;Alternative,Rock;rock;640x272;285.116667
UkewB4bU7VI;Now Or Never;Kendrick Lamar;Hip-Hop,rap,2012;hiphop;640x352;257.043333
PGoCtJzPHkU;Titanium;Madilyn Bailey;Rock;rock;1280x720;226.37133300000002
K9sZyS6d23E;Glowing Eyes;Twenty One Pilots;Alternative;rock;1280x720;260.29568900000004
4GuqB1BQVr4;Boyfriend;Justin Bieber;Pop;pop;1280x640;210.5121
DwZVZ5qZnoA;The Girls (Album Version);Calvin Harris;Electro,Dance;electro;640x336;234.823
j4SNtFQZF0A;Hold the Line;Major Lazer Feat. Mr. Lex & Santigold;Hip Hop;hiphop;640x352;218.011667
37-y1qRnVNw;Top Down;Wiz;Hip Hop;hiphop;640x352;221.031
7bDLIV96LD4;Headlights;Eminem;hip hop,rap,emotional;hiphop;640x352;250.42666699999998
v5Ok3_l1Opc;Up In Flames;Nicki Minaj;Hip Hop;hiphop;640x352;311.913333
QYDI0Wp3b18;Ride;twenty one pilots;Alternative;rock;608x352;209.976667
mM2SWM358bM;The Ocean (Radio Edit);Mike Perry feat. Shy Martin;Pop;pop;1280x720;189.312289
MIf9KebN7Og;Antidote;Travis Scott;Pop;pop;640x352;283.05
GF8aaTu2kg0;Bitch, Don’t Kill My Vibe;Kendrick Lamar;Hip-Hop,rap,Bitch dont kill my vibe;hiphop;1280x496;312.65668900000003
Ic5vxw3eijY;American Boy [Feat. Kanye West] Album Version);Estelle;Hip Hop,R&B/Soul/Funk,Contemporary R&B;hiphop;480x352;241.881667
u8XFFTWwSvY;Shiver;Coldplay;rock,Coldplay,alternative;rock;640x352;300.326667
iL7V9u_tdjs;Work;Rihanna;rnb,dancehall,2016;hiphop;1280x720;211.765978
EAc4zHEDd7o;Who's That Chick ?;David Guetta;Electro,Techno/House,Dance,Pop,Rock;rock;560x288;227.693333
szbl1xQvc0g;Penantian Sia Sia;Shadians;Pop;pop;1280x720;315.721722
zXtsGAkyeIo;Only;Nicki Minaj;Hip Hop,Pop;hiphop;1280x720;357.33187799999996
OxiPLWaVNYc;Michael Jordan;Kendrick Lamar;Hip Hop;hiphop;640x352;376.858333
tjWWYhHB88Q;We Up;50 Cent;Hip Hop;hiphop;1280x592;220.26448900000003
FVFdpDVEZ7k;Dangerous Woman;Ariana Grande;pop,rnb,best of 2016;hiphop;1280x720;219.475011
Fmw72NhU5R8;Natalie;Bruno Mars;Pop;pop;640x272;228.94833300000002
RltdWxYcmQI;Last Day Alive;The Chainsmokers;Dance;electro;1280x720;216.293867
xzXDSWz3Nbw;Did It On’em;Nicki Minaj;Hip Hop,Pop,Rock,R&B/Soul/Funk,Contemporary R&B;rock;640x352;220.705
b2AcxL88DoI;100;The Game;rap,Hip-Hop,Gangsta Rap;hiphop;1280x672;348.276089
mLxKjMQ54Go;Cinderella Man;Eminem;Hip Hop;hiphop;480x256;284.698333
KyvEm5eJFv0;My Savages;Future;Hip Hop;hiphop;640x256;206.563333
WeBfKGoVTJ4;Cancer;twenty one pilots;indie,pop,rock;rock;1280x720;252.95817799999998
ETNZWCNkDaI;Perkys Calling (feat. Future);DJ Esco;Hip-Hop,rap,future;hiphop;640x304;247.408333
dT90lx0fcYw;Zoney (feat. Sebastian);Wiz Khalifa;Rap/Hip Hop;hiphop;640x352;216.178
nlR0MkrRklg;Santa Tell Me;Ariana Grande;christmas,pop,love at first listen;pop;1280x720;339.940133
RnpyRe_7jZA;High School;Nicki Minaj;Hip Hop;hiphop;640x256;246.873333
T6j4f8cHBIM;Stupid Hoe;Nicki Minaj;Hip Hop;hiphop;640x352;209.816
VP7GNxLI9fM;One of Those Nights;Juicy J;Hip Hop;hiphop;1280x544;257.71826699999997
00cr3g6wCG0;Ignorance Is Bliss;Kendrick Lamar;Hip Hop;hiphop;1280x720;112.454233
T7m9Cu-bjOE;Loft Music;The Weeknd;R&B/Soul/Funk,Contemporary R&B;hiphop;1280x720;373.841267
eqJ-Shv3kEw;My Love (feat. Drake);Majid Jordan;Hip Hop,Pop,R&B/Soul/Funk;hiphop;1280x544;254.676456
kK6kNfKYaJg;Right Now;Uncle Murda;rap,Hip-Hop,underground hip-hop;hiphop;640x240;220.658333
he3DJLXbebI;Right By My Side;Nicki Minaj;hip hop,pop,Chris Brown;hiphop;640x352;283.585
PWjRMuyXl2o;Use Me;Future;Rap/Hip Hop;hiphop;640x288;258.855
fRh_vgS2dFE;Sorry;Justin Bieber;Pop;pop;1280x720;205.101856
Bm5iA4Zupek;Runaway - Single Version;Kanye West;hip hop;hiphop;640x352;277.918333
eDuRoPIOBjE;Forever;Eminem;Hip Hop;hiphop;480x336;374.188333
nJSdYlAFKqA;Don't Look Down;Martin Garrix;Dance,Pop;electro;640x256;227.555
ZGTe7BEsB60;Rihanna Skin Dj Blann Remix;Teon Blann;Dance;electro;1280x720;326.913733
PexGMPD1fGI;Nomads (feat. The Weeknd);Ricky Hil;Hip Hop;hiphop;1280x544;229.900767
CvBfHwUxHIk;Umbrella;Rihanna;Dance,Hip Hop,Pop,Rock,R&B/Soul/Funk;rock;640x352;253.096667
n2sH4ANbIB4;House on Fire;Sia;hino,pop,sad;pop;1280x560;243.043256
RhU9MZ98jxo;Paris;The Chainsmokers;Pop;pop;1280x720;228.832644
EHkozMIXZ8w;The Monster;Eminem;Hip Hop;hiphop;1280x512;318.415233
acI2OIH8iSw;All We Know;The Chainsmokers;pop,2016,future bass;pop;1168x544;195.581678
FR_yo8wAgJ4;Really Doe;Danny Brown;Pop;pop;1280x720;319.436911
51vf4399MIs;Roll On;Lil Sicko;Chicano Rap,Gangsta Rap,West Coast Rap;hiphop;1280x720;250.8916
tPZbBBdfr5E;A Lie;French Montana feat. The Weeknd & Max B;Rap/Hip Hop;hiphop;1280x512;250.12534399999998
7Dqgr0wNyPo;Mercy;Kanye West;Hip Hop;hiphop;1280x336;333.624956
-ylyBq1OFaY;E.T.;Tyler Ward;Pop,Rock;rock;1280x720;170.4809
ogy8Ms1E5OM;The Future;B.E.R.I.D.O.X.;Hip Hop;hiphop;480x256;253.468333
PH4JPgVD2SM;Amazing;Kanye West;Hip Hop,Pop,R&B/Soul/Funk;hiphop;464x192;238.886667
5WL672bjJgM;Let Me Love You;Ariana Grande;pop,rnb,Lil Wayne;hiphop;1280x720;230.574144
O5_zsUkFSrY;The Race;Wiz Khalifa;Hip Hop;hiphop;640x272;312.238333
ssoEWgRBcDs;So Bad (feat. Nicki Minaj, Yummy);Cam'ron;Hip Hop;hiphop;640x352;265.45
LUjn3RpkcKY;Mistletoe;Justin Bieber;christmas,Love,pop;pop;1280x720;190.868022
ZQ2nCGawrSY;Russian Roulette;Rihanna;Pop,R&B/Soul/Funk;hiphop;640x256;263.266667
Bds_z1jXIJw;Goin' Up (feat. Wiz Khalifa);Iamsu;Hip Hop;hiphop;640x256;225.348333
1-TTNdyIMAE;I'm Out;Ciara;R&B/Soul/Funk;hiphop;640x256;241.67166699999999
0GoGcVs6pbU;Move Your Body (Single Mix);Sia;pop,dance,electronic;electro;1280x720;249.428744
ZvUBGN4KoP0;Gang Up;Young Thug, 2 Chainz, Wiz Khalifa & PnB Rock;Hip-Hop,hip hop,Wiz Khalifa;hiphop;640x256;234.8
a_jyL8AnqmY;Mask Off;Future;Rap/Hip Hop;hiphop;640x352;207.701667
Wpl_6jotaHA;True Love;Coldplay;alternative,electronic,Coldplay;rock;640x352;262.083333
kffacxfA7G4;Baby;Justin Bieber;Pop;pop;528x304;224.769
Oe4Ic7fHWf8;Te Amo;Rihanna;Pop;pop;640x288;248.662
AkNVRKNFXGQ;Young, Wild & Free (feat. Bruno Mars);Snoop Dogg;Hip Hop;hiphop;640x352;183.576667
FuZdC9oOw94;Young Girls;Bruno Mars;Pop;pop;640x352;232.80166699999998
AQe8Bmgee3g;Regret In Your Tears;Nicki Minaj;Hip-Hop,rap,dancehall;hiphop;640x352;244.29666699999999
lysp-BVbf9Q;Party Monster;The Weeknd;Lana Del Rey,rnb,Canadian;hiphop;1280x544;258.182667
BYDKK95cpfM;The Motto;Drake;Hip Hop;hiphop;1280x720;242.091244
LCSMFMsLLzU;One On One;Casey Veggies;Hip-Hop,ofwgkta,hip hop;hiphop;1280x720;212.50902200000002
Ao8cGLIMtvg;American Oxygen;Rihanna;Pop;pop;1280x720;320.365711
Wq6V9YpE1aE;Kiss Land;The Weeknd;R&B/Soul/Funk;hiphop;1280x720;257.184211
iuz7F6diEkQ;Perm;Bruno Mars;80s,pop,soul;pop;640x352;192.213333
4Y3a_F0nCPE;Message Man;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;640x352;215.341667
izo-09kA0eE;Raining Men;Rihanna;Pop,R&B/Soul/Funk,Contemporary R&B;hiphop;640x256;167.623333
nAQVGx1vzrk;F**kin' Problems;A$AP Rocky;Hip Hop;hiphop;1280x656;232.52462200000002
um4-d7VzZiE;Ass Like That;Eminem;Hip Hop;hiphop;464x352;316.348333
1Tp0r9197uo;The Hardest Part;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;291.085
eTtH4Qxeofw;25 Squares;Big Bank;Rap/Hip Hop;hiphop;640x176;207.028333
90FQRA3yiDk;Miley (feat. Waka Flocka, Wiz Khalifa);DJ Holiday;Hip Hop;hiphop;640x272;281.425
eJO5HU_7_1w;The Real Slim Shady;Eminem;rap,Hip-Hop,Eminem;hiphop;480x352;267.493333
klIF0nhsxxM;Split (Only U);Tiësto;electronic,Tiesto,the chainsmokers;electro;1280x592;216.68861099999998
kLeqNtmhmtg;I Tried So Hard (Remix);Eminem;rap,Hip-Hop,Eminem;hiphop;480x352;257.415
1cUAUrRSesE;Diamonds & Gold;Upstates;trap;hiphop;640x272;224.001667
LmCydrZngjY;Medication;Juicy J;Hip-Hop,rap,Dirty South;hiphop;640x240;253.816667
09iAlDwZqzs;Taylor Gang;Wiz Khalifa;Hip-Hop;hiphop;640x352;324.683333
XbGs_qK2PQA;Best Rap Songs Of Each Year;DJ Max Star;Pop;pop;640x256;369.22
EyAdm1U8Xno;Ozs & Lbs;Wiz Khalifa;Hip-Hop,rap,underground hip-hop;hiphop;640x352;321.78166699999997
RqcjBLMaWCg;2U (feat. Justin Bieber);David Guetta;Pop;pop;1280x720;194.420678
Co0tTeuUVhU;Heartless　（Album Version）;Kanye West;Hip-Hop,rap,hip hop;hiphop;640x352;220.751667
tsUmC5ulukc;In the Night;The Weeknd;Pop;pop;1280x640;248.91791099999998
92XVwY54h5k;Car Radio;Twenty One Pilots;Alternative;rock;1280x720;280.288067
Ys2SlX3xAeM;Flashing Lights;Kanye West;Hip Hop;hiphop;752x464;254.2585
pn1VGytzXus;Dance (A$$);Big Sean;Hip Hop;hiphop;640x352;230.898333
2LCFh3-xpOM;Rider;Future;Hip Hop;hiphop;640x256;236.401667
VvCnhyAP1m8;Mezmorized;Taylor Gang;Hip Hop;hiphop;480x192;224.791667
cimoNqiulUE;Headlines;Drake;Hip Hop;hiphop;1280x720;243.972056
3y1hSUyjNTA;Hype;Calvin Harris;Dance;electro;640x352;217.686667
1wYNFfgrXTI;When I'm Gone;Eminem;rap,Eminem,Hip-Hop;hiphop;640x352;368.685
47YClVMlthI;Confident;Justin Bieber;Pop;pop;1280x432;365.24987799999997
U6ZVK0q9wZo;Treasure;Tanner Howe;pop,acoustic,singer;pop;640x336;197.23
NT9O1ALEa7Q;Don't Let Me Down;The Chainsmokers;daya,electronic,pop;electro;1280x720;209.42076699999998
prmmCg5bKxA;Eenie Meenie;Sean Kingston;Pop;pop;1280x720;204.126611
B5YNiCfWC3A;Swimming Pools;Kendrick Lamar;Hip Hop;hiphop;1280x720;231.177867
Qq5b2jRGOt0;Antique Jazz;Mister_Marck;Alternative|Rock|Indie Rock/Rock Pop;rock;1280x720;115.26384399999999
X6oCebR5elk;Paradise (feat. Wiz Khalifa);Berner;Hip Hop;hiphop;640x352;197.625
orTi-PUXXy4;'Till I Collapse;Eminem;rap,Eminem,Hip-Hop;hiphop;640x352;299.768333
QtXby3twMmI;Adventure Of A Lifetime;Coldplay;Pop;pop;640x352;315.628333
bBKrHm6qerI;Can't Feel My Face (Martin Garrix Remix);The Weeknd;remix,rnb,Martin Garrix;hiphop;1280x528;253.283256
W0uqLM1uj_k;Talk;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;640x352;298.073333
tkgQBYgoCEM;Juice;DJ Esco;Hip-Hop,rap,future;hiphop;640x240;223.398333
QFcv5Ma8u8k;Forgot About Dre;Dr. Dre;Rap/Hip Hop;hiphop;480x208;314.003333
7sZGxVuux0Q;Young;The Chainsmokers;Dance;electro;1280x592;285.837633
tfA6uXQAZe8;Marry You;Bruno Mars;Pop;pop;640x352;268.09666699999997
IqLlfuLrhxM;Live For;The Weeknd, Drake;R&B/Soul/Funk;hiphop;1280x720;224.304756
rp4UwPZfRis;Unfaithful;Rihanna;Hip Hop,R&B/Soul/Funk;hiphop;640x336;295.21833300000003
NpL3g3UKPG8;Toast (Original Mix) ;Borgeous;electronic,House,techno;electro;640x272;217.105
LaNvMomX2-E;Lean On;Ali Brustofski;Pop,Rock;rock;640x352;161.261667
8bdvNnyyM6o;Stay Schemin;Rick Ross;Hip Hop;hiphop;640x272;293.175
Xcwd_Nz6Zog;Hard;Rihanna;Pop;pop;624x272;250.775
lHe00hyWq5I;Beautiful Pain;Eminem;Hip-Hop,rap,Eminem;hiphop;1280x720;267.586756
YY6CJRGgVyU;Bluffin;Wiz Khalifa;Hip Hop;hiphop;640x304;276.501667
9rXdTAOn_Bw;Closer;Sam Tsui & Kirsten Collins;Pop,Singer & Songwriter;pop;1280x608;211.765978
6EiBJPMIn8M;Scare Me (feat. Peaches & Timberlee);Major Lazer;Dance;electro;640x352;214.575
hwR_1EP18eo;Money Trees;Kendrick Lamar;rap,Hip-Hop,hip hop;hiphop;1280x720;346.999
1GLDAaTpagc;Bang Bang;Nicki Minaj;Hip-Hop,rap,rnb;hiphop;1280x720;207.841811
SZDmuHSqwtg;Used to This;Future;Hip-Hop,rap,urban;hiphop;1280x512;229.529244
0RyInjfgNc4;Love on the Brain;Rihanna;soul,pop,Rihanna;pop;1280x544;219.73042200000003
YjtsaXwDcF0;Feeling Myself;Nicki Minaj;Hip Hop,Pop;hiphop;640x288;228.53
3EZ2SFHs1cM;Lose Yourself;Eminem;Pop;pop;640x256;317.508333
GpUFSEX_teg;True Colors (feat. Nicki Minaj);Wiz Khalifa;Hip Hop;hiphop;640x352;249.70666699999998
ZpLA1E3QLpQ;Chandelier;Sia;Pop;pop;1280x720;307.060678
Hpm5zNhNfmE;Be Alright;Justin Bieber;Pop;pop;1280x720;169.575322
i2uOqPEOCHo;Mockingbird;Eminem;rap,Eminem,Hip-Hop;hiphop;640x304;258.413333
e0Y39QnwRvY;Same Damn Time;Future;Hip Hop;hiphop;640x352;266.426
6FIksKtfBe0;Most Of Us;Wiz Khalifa;Rap/Hip Hop;hiphop;640x352;252.145
9IJSVXeeZ0M;The Last (Prod by SAP);Wiz Khalifa;Hip-Hop,rap,underground hip-hop;hiphop;640x352;187.919
4JipHEz53sU;Super Bass;Nicki Minaj;nicki minaj,hip hop,pop;hiphop;640x256;218.383333
P1J1mby_5Dg;Super Trapper;Future;Rap/Hip Hop;hiphop;640x256;229.505
1kVxpsi1XQ4;Viva la Vida;Coldplay;Alternative,Indie Pop,Indie Rock,Pop,Indie Pop/Folk,Rock;rock;480x352;243.53
GH-HD9DrxHo;Speedom (Wwc2);Tech N9ne;Hip Hop;hiphop;640x352;296.726667
vMagUxOJZDQ;m.A.A.d city;Kendrick Lamar;rap,Hip-Hop,2012;hiphop;1280x720;155.341489
tfrWuiQ4QNc;The Zone;The Weeknd;R&B/Soul/Funk,Contemporary R&B;hiphop;1280x528;315.744933
rp6VuUIgHCY;Purple Reign (feat. Future);Purple Reign;female vocalists,r&b,female vocalist;hiphop;640x352;246.316667
PXwgojNwZY4;T-Shirt;Future;Hip Hop;hiphop;640x256;221.14666699999998
Xx_jxLt-i-0;Smooth Sailing  ;Major Lazer;seen live,dancehall,electronic;electro;640x352;256.741667
fP8FMdVcCQQ;U Mad;Vic Mensa;Hip Hop;hiphop;1280x640;280.079089
aSLZFdqwh7E;Thank You;Dido;Pop;pop;624x256;362.811667
nPvuNsRccVw;Treasure;Bruno Mars;Pop;pop;464x352;191.44833300000002
IcrbM1l_BoI;Wake Me Up;Avicii;electronic,dance,2013;electro;640x352;272.508333
-BDiIOglboY;Right Above It;Lil Wayne;Hip Hop;hiphop;480x352;279.985
hfPU2nM5PQ0;Going Through Changes;Eminem;Hip Hop;hiphop;640x272;302.578333
UopnGGTF5pk;True Love;Coldplay;alternative,electronic,Coldplay;rock;640x352;248.94
AepbzNWEAjQ;GBKW (God Bless Kanye West);Murs;Hip-Hop,underground hip-hop,hip hop;hiphop;1280x528;216.317089
iE_54CU7Fxk;Message Man;twenty one pilots;Alternative,Electro,Dubstep,Hip Hop;rock;1280x720;240.326522
8kyWDhB_QeI;All Falls Down;Kanye West;Hip Hop;hiphop;464x336;245.063333
glaG64Ao7sM;ELEMENT.;Kendrick Lamar;Hip-Hop,rap,hiphop;hiphop;1280x720;213.48425600000002
Dp__fMSmWWs;The Greatest ;Sia;Pop;pop;1280x720;215.899133
nBtDsQ4fhXY;Cold Water;Major Lazer;justin bieber,pop,banned;pop;1280x496;184.900489
IRIszAE1ZlA;Sunrise;Jillionaire;electronic,EDM,fatman scoop;electro;640x224;206.70333300000001
